$2;1222980858117084;1222980858117084;0;0;Statement java.sql.Connection.createStatement();java.sql.Connection;0;null;null
$3;1222981047100159;1222981047100159;0;1;Statement java.sql.Connection.createStatement();java.sql.Connection;1;null;null

